ID,ions_bulk
66dcf4cf-67e9-4482-bf7f-317bc1780291,1e+21
05fdebd3-a0a4-413a-b755-60d481871287,2e+21
b51b9812-7447-4f08-bdd2-935ff7f8f605,3e+21
5cc053a5-e02c-4f91-b4dc-e77084bb63fe,4e+21
355fe494-c788-4804-84be-7c28a6a33970,5e+21
7b1ca222-300b-49c2-95d2-4a0f7b21f53a,6e+21
f97e4dac-626a-4a9b-9618-fc1710306844,7e+21
5ad92f31-63a0-4eab-ae97-dab6cf937b9c,8e+21
d7cd9802-9740-4a89-8758-31f7d328b9e8,9e+21
0bc29917-330b-4aef-97b5-c47ff95eb0c0,1e+22
