ID,ions_bulk
a45a0883-75bd-47b7-a872-31dbc681c031,1e+21
6dbfafd0-cb80-40b3-898f-348ba7cfb873,2e+21
11e0f13c-97db-4075-8d04-d5977f00597a,3e+21
ff542430-3ab8-4565-a7a3-affb667385b1,4e+21
00288295-c9a8-4750-957f-0103f97f8cc8,5e+21
0398a7ab-79de-45c9-a505-4e2f40d6a096,6e+21
0b4c3709-d034-40a9-a3a3-0c1f4c20f0e2,7e+21
b7858993-3235-47c3-aeab-5f16044d2672,8e+21
89647890-5a92-4d6e-8429-e38675361d51,9e+21
5c64330d-ced7-4779-bca7-a279059591d1,1e+22
