ID,ions_bulk
a4d15df9-981a-424b-bf18-020f472ef61e,1e+21
0c8bcb85-4826-464e-8e44-0777d40e37db,2e+21
b1a4c8e3-410b-4da5-99a7-e1630ba2642f,3e+21
c3ac8cf9-dd4f-42bb-bf5e-9446118db55c,4e+21
19eacf82-f7ea-4c3c-9812-5ac54e458540,5e+21
901d0630-8f2b-4e9f-a045-e97a7289797c,6e+21
47baad9b-1f13-4bd6-940b-e46c723b795a,7e+21
7c323fbd-0f2f-42b6-992d-86e5b2fdd699,8e+21
0bdfaf37-b2b1-4d3c-a944-890a5490b0c5,9e+21
37108cb8-8589-4379-b182-df736d3e916f,1e+22
